index,사망수,부상자수,재산피해금액,출동소요시간,화재진압시간,시군구명,읍면동명,경도,위도,현장소방서거리,현장안전센터거리,시간단위기온,시간단위강수량,시간단위풍속,시간단위풍향,시간단위습도,시간단위적설량,시간단위가시거리,계절,시간대,화재발생일시,주말여부
25599,0,0,200,429,102,성동구,옥수동,127.0143206,37.5440612,4.0,2.0,23.1,0.2,2.6,140.0,69.0,,1997,여름,밤,2021-06-10 22:58:00,평일
25600,0,0,12,452,600,용산구,용산동2가,126.9835575,37.5461348,3.0,1.0,20.3,0.3,4.4,140.0,88.0,,1659,여름,밤,2021-06-11 02:10:00,평일
25611,0,0,174338,500,34900,강서구,외발산동,126.8234835,37.5464786,6.0,2.0,27.0,,2.0,20.0,60.0,,2000,여름,낮,2021-06-12 12:35:00,평일
25615,0,0,18,424,500,서초구,서초동,127.0129277,37.489303,4.0,2.0,29.6,,3.1,270.0,54.0,,2000,여름,낮,2021-06-12 17:40:00,평일
25619,0,0,485,448,1500,강서구,등촌동,126.8633241,37.5522172,1.0,1.0,25.8,,2.3,290.0,73.0,,2000,여름,밤,2021-06-12 21:15:00,평일
25626,0,0,1250,519,404,서초구,반포동,126.9935919,37.5094193,3.0,3.0,28.2,,2.3,230.0,63.0,,1945,여름,낮,2021-06-13 12:28:00,평일
25633,0,0,67,451,1136,서대문구,홍제동,126.9384947,37.5841318,2.0,2.0,25.9,,3.1,250.0,67.0,,2000,여름,밤,2021-06-13 19:47:00,평일
25638,0,0,11609,457,2300,강남구,압구정동,127.0258156,37.527717,2.0,5.0,21.9,0.2,1.2,340.0,81.0,,1049,여름,밤,2021-06-15 04:45:00,평일
25641,0,0,490,1800,4500,강서구,공항동,126.8029555,37.5591978,7.0,7.0,22.0,0.2,1.9,50.0,89.0,,667,여름,낮,2021-06-15 09:47:00,평일
25643,0,0,1270,538,700,금천구,가산동,126.8862636,37.480974,4.0,2.0,21.5,0.4,2.7,50.0,87.0,,2000,여름,낮,2021-06-15 12:00:00,평일
25647,0,0,0,555,24,서초구,우면동,127.0228414,37.4620421,8.0,3.0,24.5,,2.5,50.0,71.0,,2000,여름,밤,2021-06-15 19:05:00,평일
25648,0,0,302,426,2259,강남구,청담동,127.0469683,37.5205589,3.0,2.0,23.5,,2.2,50.0,74.0,,2000,여름,밤,2021-06-15 20:12:00,평일
25666,0,0,0,456,2819,성동구,옥수동,127.0119612,37.5395547,5.0,3.0,21.0,,2.8,70.0,65.0,,2000,여름,밤,2021-06-17 01:56:00,평일
25673,0,0,339,430,51,관악구,신림동,126.9102917,37.4728222,5.0,1.0,24.1,,2.0,110.0,61.0,,2000,여름,낮,2021-06-17 14:39:00,평일
25674,0,0,2457,426,4100,영등포구,당산동3가,126.8939618,37.5252011,2.0,2.0,24.1,,2.0,110.0,61.0,,2000,여름,낮,2021-06-17 14:55:00,평일
25689,0,0,10000,500,218,구로구,구로동,126.8741717,37.4970984,3.0,3.0,27.2,,2.6,270.0,59.0,,1198,여름,낮,2021-06-19 15:39:00,평일
25690,0,0,130,448,800,노원구,상계동,127.0798025,37.6681872,4.0,2.0,27.1,,3.7,270.0,56.0,,1295,여름,낮,2021-06-19 16:25:00,평일
25691,0,0,34,519,201,광진구,자양동,127.0644211,37.5353236,3.0,2.0,26.5,,3.1,270.0,51.0,,2000,여름,낮,2021-06-19 18:36:00,평일
25695,0,0,110,505,1000,광진구,화양동,127.0797625,37.5395573,2.0,2.0,23.9,,2.5,290.0,61.0,,2000,여름,밤,2021-06-19 20:58:00,평일
25702,0,0,17568,431,5500,용산구,용산동2가,126.9849607,37.5444172,3.0,1.0,27.7,,5.1,250.0,58.0,,1923,여름,낮,2021-06-20 15:20:00,평일
25716,0,0,3702,430,1300,중구,순화동,126.9695695,37.563106,5.0,2.0,21.6,,0.4,0.0,66.0,,2000,여름,밤,2021-06-22 00:22:00,평일
25720,0,0,3135,520,120,송파구,방이동,127.1088432,37.5139111,5.0,3.0,28.1,,0.7,110.0,42.0,,2000,여름,낮,2021-06-22 14:04:00,평일
25724,0,0,306,426,400,관악구,신림동,126.9290234,37.4757442,4.0,3.0,24.1,0.0,2.0,320.0,58.0,,2000,여름,밤,2021-06-22 19:30:00,평일
25725,0,0,19143,500,3040,은평구,불광동,126.9357388,37.6126636,3.0,3.0,22.1,0.0,1.4,50.0,73.0,,2000,여름,밤,2021-06-22 21:14:00,평일
25731,0,0,443,500,2,금천구,가산동,126.8756246,37.4818007,3.0,3.0,25.0,,2.3,110.0,59.0,,2000,여름,낮,2021-06-23 11:06:00,평일
25738,0,0,108,434,855,강북구,번동,127.0254722,37.6367127,1.0,1.0,23.3,,2.5,160.0,72.0,,2000,여름,낮,2021-06-23 18:17:00,평일
25742,0,0,222,429,0,영등포구,대림동,126.8984943,37.502416,4.0,2.0,20.2,,1.6,50.0,81.0,,2000,여름,밤,2021-06-24 00:15:00,평일
25755,0,0,66,458,1716,강남구,압구정동,127.0291407,37.5320262,6.0,2.0,26.7,,1.3,250.0,59.0,,1819,여름,낮,2021-06-25 11:31:00,평일
25757,0,0,164,500,0,관악구,신림동,126.9317795,37.484259,3.0,1.0,28.9,,2.2,230.0,49.0,,2000,여름,낮,2021-06-25 16:17:00,평일
25761,0,0,22,500,1000,성동구,마장동,127.0336551,37.5689593,2.0,1.0,23.6,,2.5,250.0,73.0,,2000,여름,밤,2021-06-25 21:12:00,평일
25766,0,0,11,500,0,송파구,풍납동,127.1188753,37.539075,7.0,2.0,22.6,0.0,1.8,110.0,81.0,,2000,여름,낮,2021-06-26 11:19:00,평일
25768,0,0,14,458,502,광진구,구의동,127.092083,37.5392438,2.0,2.0,25.9,,2.7,50.0,66.0,,2000,여름,낮,2021-06-26 15:29:00,평일
25775,0,0,11340,426,2259,노원구,상계동,127.0564251,37.6792676,6.0,1.0,25.7,,2.2,50.0,66.0,,2000,여름,낮,2021-06-27 10:00:00,평일
25779,0,0,5,432,900,영등포구,여의도동,126.9377775,37.5216333,4.0,1.0,29.3,,2.9,50.0,50.0,,2000,여름,낮,2021-06-27 14:38:00,평일
25780,0,0,16,424,914,서대문구,충정로3가,126.9627725,37.5626094,6.0,2.0,30.4,,1.8,70.0,47.0,,2000,여름,낮,2021-06-27 15:04:00,평일
25790,0,0,50,459,403,마포구,망원동,126.9030341,37.5607814,4.0,2.0,22.4,0.0,0.4,0.0,85.0,,2000,여름,밤,2021-06-27 21:57:00,평일
25799,0,0,50,459,450,강서구,방화동,126.818041,37.5720558,6.0,2.0,23.3,,1.1,20.0,76.0,,2000,여름,밤,2021-06-28 22:52:00,평일
25811,0,1,586,426,2139,마포구,공덕동,126.9544556,37.5499016,3.0,1.0,24.2,,0.7,90.0,81.0,,735,여름,낮,2021-06-30 10:07:00,평일
25816,0,1,18,500,900,용산구,청파동1가,126.9688992,37.5492908,2.0,2.0,27.1,,2.5,320.0,68.0,,2000,여름,밤,2021-06-30 19:59:00,평일
25818,0,0,100,459,54,중랑구,면목동,127.0836221,37.5782037,5.0,1.0,25.6,,0.3,0.0,72.0,,1800,여름,밤,2021-06-30 21:32:00,평일
25830,0,0,26,535,545,광진구,광장동,127.1030488,37.543273,2.0,2.0,30.6,,2.1,250.0,51.0,,2000,여름,낮,2021-07-01 16:25:00,평일
25832,0,0,20,433,403,강남구,논현동,127.0427321,37.5121696,3.0,2.0,30.0,,3.2,270.0,60.0,,1963,여름,낮,2021-07-01 17:53:00,평일
25839,0,0,359,810,0,마포구,대흥동,126.9454102,37.5550339,2.0,2.0,24.3,,2.5,50.0,78.0,,2000,여름,밤,2021-07-02 03:12:00,평일
25846,0,0,40,436,203,마포구,서교동,126.9221565,37.5538131,2.0,1.0,30.8,,2.5,160.0,52.0,,2000,여름,낮,2021-07-02 14:58:00,평일
25854,0,0,104,451,1132,성동구,금호동3가,127.0184023,37.550892,4.0,2.0,22.4,,3.5,50.0,71.0,,2000,여름,낮,2021-07-03 07:22:00,평일
25883,0,0,1818,504,1706,강서구,염창동,126.8763398,37.5506019,2.0,2.0,20.2,,1.5,250.0,92.0,,2000,여름,밤,2021-07-05 03:51:00,평일
25885,0,0,50,507,1130,중구,서소문동,126.9755251,37.5634154,4.0,1.0,20.1,,0.6,290.0,93.0,,2000,여름,낮,2021-07-05 06:51:00,평일
25889,0,0,5026,626,3619,동작구,사당동,126.9709855,37.4777567,8.0,2.0,26.6,,2.4,270.0,66.0,,2000,여름,낮,2021-07-05 15:58:00,평일
25899,0,0,22,555,536,양천구,목동,126.869325,37.5442862,3.0,2.0,28.1,,2.8,290.0,65.0,,1096,여름,낮,2021-07-06 17:36:00,평일
25901,0,0,0,430,300,은평구,진관동,126.9383485,37.6382749,3.0,3.0,24.7,,1.0,290.0,70.0,,2000,여름,밤,2021-07-06 23:35:00,평일
25906,0,0,3333,431,2708,강남구,논현동,127.0281199,37.5123962,5.0,2.0,24.3,,1.4,110.0,86.0,,420,여름,낮,2021-07-07 07:24:00,평일
25915,0,0,937,436,1524,동대문구,이문동,127.0567951,37.5981467,5.0,2.0,25.5,0.0,0.7,200.0,90.0,,507,여름,밤,2021-07-07 23:29:00,평일
25920,0,0,313,900,0,강서구,화곡동,126.8588013,37.5335028,4.0,4.0,29.0,,1.6,180.0,70.0,,2000,여름,낮,2021-07-08 13:13:00,평일
25926,0,0,642,435,1300,종로구,숭인동,127.0157383,37.5815574,5.0,2.0,25.2,,2.7,270.0,81.0,,2000,여름,밤,2021-07-08 20:03:00,평일
25928,0,0,101,459,206,중랑구,중화동,127.0715517,37.5966554,4.0,2.0,24.2,,1.8,270.0,82.0,,2000,여름,밤,2021-07-08 22:22:00,평일
25936,0,0,9040,558,3440,서대문구,북가좌동,126.9126233,37.5735729,3.0,1.0,26.8,,3.4,270.0,71.0,,2000,여름,밤,2021-07-09 19:28:00,평일
25945,0,0,35791,428,3255,강북구,번동,127.0297224,37.6332746,2.0,2.0,28.6,,3.7,270.0,67.0,,2000,여름,낮,2021-07-10 17:48:00,평일
25952,0,0,5,500,200,용산구,용산동2가,126.9875297,37.5455466,3.0,2.0,24.3,0.1,1.8,200.0,92.0,,698,여름,낮,2021-07-11 08:31:00,평일
25954,0,0,321,432,3,양천구,신월동,126.838906,37.525807,4.0,2.0,25.0,,0.6,160.0,90.0,,899,여름,낮,2021-07-11 10:06:00,평일
25956,0,0,694,451,35,노원구,상계동,127.0829254,37.6747934,5.0,3.0,27.3,,3.4,290.0,82.0,,1623,여름,낮,2021-07-11 16:10:00,평일
25959,0,0,19,446,240,양천구,신정동,126.8587566,37.5209318,2.0,2.0,27.3,,1.9,270.0,83.0,,1947,여름,낮,2021-07-11 18:14:00,평일
25970,0,0,4287,545,3243,종로구,창신동,127.0105328,37.5760883,4.0,2.0,30.9,,2.2,160.0,63.0,,2000,여름,밤,2021-07-12 19:55:00,평일
25972,0,0,5145,500,1600,강동구,고덕동,127.1509357,37.5601953,6.0,1.0,29.6,,1.2,90.0,67.0,,2000,여름,밤,2021-07-12 21:01:00,평일
25976,0,0,3113,517,3334,서대문구,북가좌동,126.9137589,37.5791566,4.0,1.0,30.3,,2.9,140.0,67.0,,2000,여름,낮,2021-07-13 13:06:00,평일
25980,0,0,207,441,0,구로구,온수동,126.8213536,37.4968248,5.0,2.0,31.2,,2.0,160.0,64.0,,2000,여름,낮,2021-07-13 15:27:00,평일
25986,0,0,9,455,815,강북구,미아동,127.0263677,37.613029,3.0,1.0,30.3,,2.3,340.0,71.0,,2000,여름,낮,2021-07-13 18:39:00,평일
26007,0,0,4,438,800,중랑구,중화동,127.085469,37.6001833,2.0,1.0,30.1,,2.2,270.0,70.0,,2000,여름,밤,2021-07-14 21:59:00,평일
26018,0,0,5,434,0,동작구,상도동,126.9538965,37.5030516,4.0,2.0,33.9,,1.7,140.0,54.0,,2000,여름,낮,2021-07-15 13:16:00,평일
26025,0,0,9018,429,3300,서초구,방배동,126.9846451,37.4730879,4.0,2.0,26.1,,2.3,50.0,78.0,,2000,여름,밤,2021-07-15 23:34:00,평일
26028,0,0,31883,500,12000,성동구,마장동,127.0450547,37.5677886,2.0,2.0,25.6,,1.7,50.0,79.0,,2000,여름,밤,2021-07-16 01:13:00,평일
26029,0,0,1196,420,2100,마포구,성산동,126.9103595,37.5627956,6.0,1.0,25.6,,1.7,50.0,79.0,,2000,여름,밤,2021-07-16 01:41:00,평일
26031,0,0,1430,547,2119,영등포구,신길동,126.9132618,37.5054905,2.0,2.0,29.8,,2.4,50.0,66.0,,2000,여름,낮,2021-07-16 10:03:00,평일
26032,0,2,4283,922,6,서초구,반포동,127.0229569,37.5059595,2.0,3.0,31.4,,2.1,70.0,62.0,,2000,여름,낮,2021-07-16 11:11:00,평일
26041,0,0,30,454,806,성동구,금호동4가,127.023659,37.5446363,3.0,1.0,33.2,,4.2,250.0,63.0,,2000,여름,낮,2021-07-16 18:44:00,평일
26042,0,0,193,459,3400,강서구,등촌동,126.8602966,37.5511071,2.0,2.0,30.3,,4.5,340.0,57.0,,2000,여름,밤,2021-07-16 19:50:00,평일
26048,0,0,301,430,400,송파구,가락동,127.1248624,37.4918878,2.0,2.0,26.4,,1.7,360.0,72.0,,2000,여름,밤,2021-07-17 00:36:00,평일
26052,0,0,29,542,539,관악구,신림동,126.9153531,37.46332,6.0,2.0,25.5,,1.5,50.0,75.0,,2000,여름,밤,2021-07-17 02:08:00,평일
26053,0,0,2215,500,2200,서초구,잠원동,127.0082242,37.5122366,3.0,3.0,24.7,,2.4,50.0,80.0,,2000,여름,낮,2021-07-17 06:15:00,평일
26059,0,0,662,455,745,노원구,상계동,127.0614596,37.6480278,2.0,2.0,30.3,,2.2,90.0,57.0,,2000,여름,낮,2021-07-17 11:29:00,평일
26062,0,0,1,426,0,노원구,상계동,127.0589089,37.6457711,2.0,2.0,31.6,,2.6,140.0,53.0,,2000,여름,낮,2021-07-17 17:58:00,평일
26074,0,0,36,504,200,구로구,개봉동,126.8521477,37.491777,2.0,2.0,33.1,,2.3,160.0,50.0,,2000,여름,낮,2021-07-18 15:24:00,평일
26084,0,0,24659,450,12600,관악구,남현동,126.9715071,37.4753271,3.0,3.0,25.7,,0.9,340.0,88.0,,2000,여름,밤,2021-07-19 19:43:00,평일
26089,0,0,2891,529,1154,서초구,반포동,127.0106011,37.5015154,2.0,1.0,24.4,,0.9,50.0,91.0,,2000,여름,밤,2021-07-20 02:46:00,평일
26094,0,0,12,440,0,중랑구,면목동,127.0866844,37.5878443,5.0,2.0,25.6,,1.2,70.0,86.0,,2000,여름,낮,2021-07-20 08:37:00,평일
26096,0,0,15,422,600,중랑구,상봉동,127.0890782,37.5940456,5.0,3.0,31.7,,1.5,140.0,60.0,,2000,여름,낮,2021-07-20 12:55:00,평일
26097,0,0,13496,452,3453,광진구,자양동,127.0697313,37.5350747,2.0,2.0,31.2,,2.9,340.0,62.0,,2000,여름,낮,2021-07-20 14:22:00,평일
26098,0,0,480,431,9,송파구,잠실동,127.0733855,37.5069412,8.0,2.0,31.2,,2.9,340.0,62.0,,2000,여름,낮,2021-07-20 14:54:00,평일
26110,0,0,5201,500,1500,강동구,성내동,127.1265582,37.5315115,1.0,1.0,27.0,,1.4,50.0,81.0,,2000,여름,밤,2021-07-21 01:15:00,평일
26111,0,0,1305,604,1913,관악구,신림동,126.9482599,37.4591445,2.0,2.0,25.3,,1.4,50.0,89.0,,2000,여름,낮,2021-07-21 06:23:00,평일
26120,0,0,31,741,827,강남구,논현동,127.0257219,37.5094697,5.0,3.0,33.8,,2.1,140.0,46.0,,2000,여름,밤,2021-07-21 19:18:00,평일
26121,0,0,479,440,2200,송파구,잠실동,127.0824353,37.510925,6.0,3.0,33.8,,2.1,140.0,46.0,,2000,여름,밤,2021-07-21 19:26:00,평일
26125,0,0,334,630,0,마포구,아현동,126.9551557,37.5532843,3.0,1.0,28.1,,1.7,50.0,75.0,,2000,여름,밤,2021-07-22 02:24:00,평일
26127,0,0,292,438,2002,송파구,신천동,127.1002941,37.5144392,6.0,3.0,26.6,,2.0,50.0,78.0,,2000,여름,낮,2021-07-22 07:52:00,평일
26131,0,0,464,451,942,노원구,중계동,127.0740856,37.6608622,3.0,1.0,35.7,,1.1,180.0,40.0,,2000,여름,낮,2021-07-22 17:04:00,평일
26135,0,0,11,438,936,노원구,중계동,127.0725467,37.6460768,3.0,2.0,32.6,,0.6,270.0,58.0,,2000,여름,밤,2021-07-22 20:04:00,평일
26171,0,1,6307,500,4219,강남구,역삼동,127.035481,37.5056782,4.0,2.0,35.6,,3.2,140.0,40.0,,2000,여름,낮,2021-07-24 14:39:00,평일
26172,0,0,5801,426,1539,노원구,상계동,127.062797,37.6564532,3.0,2.0,36.3,,2.1,90.0,38.0,,2000,여름,낮,2021-07-24 15:35:00,평일
26174,0,0,309,434,1600,마포구,상암동,126.8811319,37.5880511,9.0,2.0,36.1,,2.9,160.0,41.0,,2000,여름,낮,2021-07-24 17:56:00,평일
26175,0,0,215,456,1309,성북구,정릉동,127.0119582,37.6114097,4.0,3.0,35.4,,1.7,140.0,40.0,,2000,여름,낮,2021-07-24 18:13:00,평일
26182,0,0,400,512,645,광진구,화양동,127.0697392,37.542511,2.0,2.0,30.7,,1.6,140.0,55.0,,2000,여름,밤,2021-07-24 23:35:00,평일
26190,0,0,36324,459,2302,중랑구,상봉동,127.0910051,37.6005544,2.0,2.0,35.1,,1.4,90.0,44.0,,2000,여름,낮,2021-07-25 14:06:00,평일
26197,0,0,22,716,742,서초구,잠원동,127.0159424,37.5187247,5.0,4.0,35.3,,2.5,110.0,44.0,,2000,여름,낮,2021-07-25 17:00:00,평일
26203,0,0,183,442,543,강남구,논현동,127.0334847,37.5113451,4.0,2.0,29.5,,2.1,90.0,64.0,,2000,여름,밤,2021-07-26 02:50:00,평일
26206,0,0,50,500,0,용산구,동빙고동,126.9942915,37.527742,3.0,1.0,30.3,,1.6,90.0,59.0,,2000,여름,낮,2021-07-26 09:57:00,평일
26211,0,0,16,459,510,강남구,논현동,127.0386695,37.5114363,3.0,2.0,34.5,,2.9,180.0,42.0,,2000,여름,낮,2021-07-26 14:33:00,평일
26214,0,0,366,830,1000,서초구,우면동,127.0256057,37.4619669,8.0,4.0,35.0,,3.9,160.0,43.0,,2000,여름,낮,2021-07-26 17:05:00,평일
26221,0,0,7,447,400,광진구,중곡동,127.0892868,37.5560223,1.0,2.0,30.6,,2.7,320.0,57.0,,2000,여름,밤,2021-07-26 21:36:00,평일
26227,0,0,48535,539,12421,마포구,성산동,126.9087451,37.5670875,4.0,4.0,29.0,,0.6,320.0,63.0,,2000,여름,밤,2021-07-27 02:18:00,평일
26230,0,0,225,544,7,광진구,자양동,127.0747407,37.5317927,3.0,3.0,34.0,,2.7,250.0,53.0,,2000,여름,낮,2021-07-27 14:52:00,평일
26232,0,0,67,429,0,중랑구,면목동,127.0831488,37.5911426,4.0,1.0,34.3,,4.6,250.0,56.0,,2000,여름,낮,2021-07-27 17:45:00,평일
26243,0,0,4790,740,854,서초구,우면동,127.0127194,37.4567231,7.0,4.0,27.1,,2.5,50.0,76.0,,2000,여름,낮,2021-07-28 06:34:00,평일
26254,0,0,8,723,1345,서대문구,북아현동,126.959526,37.5610435,5.0,1.0,30.3,,1.7,230.0,67.0,,2000,여름,밤,2021-07-28 19:56:00,평일
26258,0,0,114,430,1300,중랑구,면목동,127.0859092,37.5784203,5.0,1.0,28.1,,1.2,140.0,78.0,,1690,여름,낮,2021-07-29 08:52:00,평일
26261,0,0,814,435,2300,서초구,양재동,127.0386328,37.4823607,7.0,2.0,32.9,,2.3,290.0,59.0,,1593,여름,낮,2021-07-29 14:21:00,평일
26265,0,0,449,537,723,강서구,마곡동,126.8231269,37.5655694,5.0,2.0,31.5,,2.3,270.0,63.0,,2000,여름,낮,2021-07-29 18:52:00,평일
26270,0,0,250,427,818,영등포구,신길동,126.9128448,37.5103902,2.0,1.0,33.2,,3.2,140.0,55.0,,2000,여름,낮,2021-07-30 12:13:00,평일
26271,0,0,195,422,1100,마포구,연남동,126.925814,37.5628159,3.0,2.0,34.3,,2.5,140.0,50.0,,2000,여름,낮,2021-07-30 13:05:00,평일
26272,0,0,119,454,300,성동구,응봉동,127.0378484,37.5523858,1.0,1.0,34.3,,2.5,140.0,50.0,,2000,여름,낮,2021-07-30 13:55:00,평일
26282,0,0,1917,455,628,영등포구,여의도동,126.9198726,37.5293662,3.0,2.0,27.9,0.6,2.7,200.0,86.0,,2000,여름,밤,2021-07-31 02:44:00,평일
26283,0,0,30,450,545,관악구,신림동,126.9299772,37.4851502,3.0,1.0,27.9,0.6,2.7,200.0,86.0,,2000,여름,밤,2021-07-31 02:59:00,평일
26284,0,0,4235,457,2607,동대문구,전농동,127.0491008,37.5829316,5.0,1.0,27.2,2.4,3.1,200.0,88.0,,747,여름,밤,2021-07-31 03:22:00,평일
26288,0,0,46,430,700,강서구,화곡동,126.8493703,37.5345888,5.0,2.0,28.7,,2.1,200.0,75.0,,2000,여름,낮,2021-07-31 09:58:00,평일
26290,0,0,7608,430,3800,송파구,잠실동,127.0814458,37.5108087,7.0,2.0,32.7,,1.5,160.0,59.0,,2000,여름,낮,2021-07-31 13:52:00,평일
26293,0,0,160,457,603,강남구,역삼동,127.0277642,37.5001689,4.0,2.0,34.2,,3.0,230.0,55.0,,2000,여름,낮,2021-07-31 15:39:00,평일
26302,0,0,19,428,2100,강서구,가양동,126.8407026,37.56969,2.0,3.0,28.7,0.0,1.3,20.0,81.0,,1295,여름,낮,2021-08-01 13:18:00,평일
26308,0,0,525,802,454,서초구,잠원동,127.0079421,37.5186167,4.0,3.0,25.8,0.0,2.7,200.0,88.0,,1983,여름,낮,2021-08-02 10:12:00,평일
26309,0,0,5,730,10,서대문구,홍은동,126.9274709,37.5827065,2.0,4.0,25.8,0.0,2.7,200.0,88.0,,1983,여름,낮,2021-08-02 10:50:00,평일
26310,0,0,1151,458,0,금천구,가산동,126.8858521,37.4722168,5.0,3.0,26.8,0.0,1.9,230.0,77.0,,2000,여름,낮,2021-08-02 12:58:00,평일
26312,0,0,13,433,635,마포구,연남동,126.918459,37.563584,3.0,2.0,27.1,,0.5,320.0,78.0,,2000,여름,밤,2021-08-02 21:53:00,평일
26315,0,0,7215,454,2945,종로구,연건동,126.9996097,37.5777078,3.0,1.0,28.0,,2.2,110.0,79.0,,2000,여름,낮,2021-08-03 10:07:00,평일
26323,0,0,9,450,3054,강서구,화곡동,126.8593957,37.5333716,4.0,4.0,26.9,,0.6,50.0,82.0,,2000,여름,밤,2021-08-04 03:03:00,평일
26324,0,0,926,804,156,종로구,예지동,127.0005914,37.5696622,3.0,1.0,27.4,,0.8,70.0,85.0,,2000,여름,낮,2021-08-04 08:41:00,평일
26329,0,0,27,511,953,강남구,대치동,127.0638298,37.4953078,2.0,2.0,31.4,,3.0,180.0,59.0,,2000,여름,낮,2021-08-04 12:39:00,평일
26331,0,0,1587,459,11210,강남구,삼성동,127.0512916,37.5119826,2.0,2.0,32.8,,2.8,200.0,55.0,,2000,여름,낮,2021-08-04 16:05:00,평일
26340,0,0,246,442,2828,강서구,화곡동,126.8465569,37.5316279,5.0,2.0,29.2,,0.8,200.0,67.0,,2000,여름,낮,2021-08-05 09:28:00,평일
26342,0,0,80,442,16,광진구,구의동,127.0914823,37.5343019,3.0,3.0,32.6,,2.2,250.0,56.0,,2000,여름,낮,2021-08-05 13:21:00,평일
26358,0,0,9850,449,2719,강남구,자곡동,127.0905153,37.4730059,9.0,2.0,31.7,,1.9,320.0,58.0,,2000,여름,낮,2021-08-06 12:58:00,평일
26364,0,0,809,500,1200,은평구,진관동,126.9299394,37.6473099,3.0,3.0,29.3,,1.9,320.0,59.0,,2000,여름,낮,2021-08-06 17:27:00,평일
26368,0,3,107796,449,11630,노원구,중계동,127.0776051,37.6493749,3.0,3.0,25.0,,2.6,290.0,78.0,,2000,여름,밤,2021-08-07 02:45:00,평일
26373,0,0,11,426,400,강서구,화곡동,126.8508978,37.5552658,1.0,2.0,32.0,,2.6,320.0,51.0,,2000,여름,낮,2021-08-07 16:01:00,평일
26376,0,0,161,502,1200,중구,필동2가,126.995478,37.5575023,2.0,1.0,29.2,,3.5,320.0,65.0,,2000,여름,밤,2021-08-07 20:22:00,평일
26377,0,0,193,432,609,관악구,봉천동,126.9623284,37.4782921,2.0,2.0,28.6,,2.3,320.0,63.0,,2000,여름,밤,2021-08-07 21:13:00,평일
26378,0,0,236,446,624,마포구,망원동,126.9037876,37.555283,3.0,2.0,24.5,,1.4,20.0,80.0,,2000,여름,낮,2021-08-08 06:02:00,평일
26385,0,0,375,1500,0,용산구,청파동3가,126.9649204,37.5417149,2.0,2.0,31.5,0.0,2.6,50.0,59.0,,2000,여름,낮,2021-08-08 15:14:00,평일
26386,0,0,11,548,2208,관악구,봉천동,126.9459723,37.4882511,3.0,1.0,31.5,0.0,2.6,50.0,59.0,,2000,여름,낮,2021-08-08 15:26:00,평일
26400,0,0,13459,452,3800,용산구,서계동,126.9693328,37.5502835,2.0,2.0,31.0,,2.7,70.0,52.0,,2000,여름,밤,2021-08-09 19:22:00,평일
26409,0,0,151,426,0,성동구,행당동,127.0288632,37.5594413,2.0,2.0,28.6,,1.2,140.0,61.0,,2000,여름,낮,2021-08-10 10:27:00,평일
26410,0,0,58,510,503,광진구,구의동,127.0924097,37.5407316,2.0,2.0,28.6,,1.2,140.0,61.0,,2000,여름,낮,2021-08-10 10:40:00,평일
26417,0,0,11,603,109,관악구,봉천동,126.9397454,37.4820409,2.0,2.0,26.7,,1.7,290.0,69.0,,2000,여름,밤,2021-08-10 21:53:00,평일
26424,0,0,1913,420,2135,노원구,중계동,127.0809432,37.6472795,2.0,2.0,29.7,,2.4,270.0,62.0,,2000,여름,밤,2021-08-11 19:45:00,평일
26427,0,0,1998,458,1500,중랑구,상봉동,127.0832514,37.5952495,3.0,2.0,25.6,,1.7,20.0,75.0,,1966,여름,밤,2021-08-12 01:43:00,평일
26428,0,0,25602,511,1606,중구,장충동1가,127.0074043,37.5625764,1.0,1.0,24.9,,1.0,20.0,79.0,,1887,여름,밤,2021-08-12 03:17:00,평일
26430,0,0,57,504,0,중랑구,면목동,127.087491,37.5875526,5.0,2.0,28.2,,3.1,50.0,66.0,,2000,여름,낮,2021-08-12 10:37:00,평일
26432,0,0,47,505,521,중랑구,중화동,127.0810466,37.5986137,3.0,2.0,31.0,,3.3,320.0,58.0,,2000,여름,낮,2021-08-12 14:09:00,평일
26438,0,0,727,505,913,관악구,신림동,126.9341654,37.4721196,3.0,3.0,24.6,,2.1,50.0,68.0,,1827,여름,밤,2021-08-12 21:42:00,평일
26442,0,0,49,450,12,금천구,독산동,126.8984448,37.4663257,6.0,3.0,28.4,,2.3,50.0,66.0,,2000,여름,낮,2021-08-13 13:26:00,평일
26446,0,0,281,423,505,영등포구,영등포동5가,126.9053279,37.5209687,1.0,1.0,29.3,,1.1,90.0,58.0,,2000,여름,낮,2021-08-13 18:11:00,평일
26452,0,0,246,500,3200,도봉구,창동,127.0349015,37.6403884,3.0,2.0,25.5,,2.4,50.0,72.0,,2000,여름,밤,2021-08-14 01:42:00,평일
26454,0,0,337,709,1059,서초구,잠원동,127.0181419,37.5169161,5.0,4.0,23.7,,3.2,50.0,73.0,,2000,여름,낮,2021-08-14 07:07:00,평일
26455,0,0,420,459,1443,서초구,반포동,127.0162679,37.5064689,3.0,2.0,24.5,,2.3,50.0,71.0,,2000,여름,낮,2021-08-14 08:35:00,평일
26457,0,0,16,819,132,관악구,신림동,126.929255,37.4677067,3.0,3.0,28.8,,2.9,70.0,58.0,,2000,여름,낮,2021-08-14 13:23:00,평일
26472,0,0,8,459,1008,중랑구,면목동,127.0863588,37.5785485,5.0,2.0,32.1,,1.0,90.0,44.0,,2000,여름,낮,2021-08-15 17:25:00,평일
