연번,비상소화장치일련번호,비상소화장치고유번호,geometry
934,110081310,044,POINT (127.0429896236039 37.584370850777134)
935,110081726,000079,POINT (126.9236180141282 37.56584929753226)
936,110081734,000033,POINT (126.96056930924375 37.55348131569124)
937,110080920,000166,POINT (127.02276054694114 37.562427087302986)
938,110080930,000155,POINT (127.0184020976767 37.56773598539667)
939,110080938,4-29,POINT (127.00583378427791 37.578285792551746)
940,110080943,000148,POINT (127.01602028853213 37.55663746132913)
941,110081759,000058,POINT (126.9378697956208 37.548180046235515)
942,110080959,6-28,POINT (127.01834599961497 37.57293207697083)
943,110080451,2-37,POINT (126.96681392784366 37.572729403295426)
944,110080458,2-34,POINT (126.96784591463044 37.588329848250915)
945,110080464,4-15,POINT (126.99570122209786 37.58748718445585)
946,110081905,429,POINT (127.02084658539015 37.62674375768408)
947,110080434,000063,POINT (126.96782759360481 37.55842480856054)
948,110080974,000209,POINT (127.01141610505829 37.564385524500985)
949,110081522,155,POINT (127.01582274855284 37.59193922289038)
950,110081532,167,POINT (127.01079119230113 37.610419482844215)
951,110082181,000114,POINT (126.95866215421165 37.48858864756541)
952,110082189,000065,POINT (126.93668375998212 37.482564394993354)
953,110080963,6-13,POINT (127.01205523433461 37.571660773476275)
954,110080970,000204,POINT (126.99817535849589 37.559649844966245)
955,110081766,000066,POINT (126.96324088275247 37.55034183596389)
956,110081862,37,POINT (127.03923255277867 37.6383167345097)
957,110081869,203,POINT (127.02268425207959 37.64582721259329)
958,110081879,302,POINT (127.02274870663632 37.62117151969616)
959,110081886,2,POINT (127.01725116253465 37.65451964195136)
960,110081893,104,POINT (127.02639315333454 37.63625650132181)
961,110082607,000205,POINT (126.9482323963907 37.51068869063254)
962,110081773,000073,POINT (126.91012406322905 37.565892505714736)
963,110080257,000071,POINT (127.10977018895227 37.471463600465874)
964,110084545,072,POINT (127.04296935885571 37.58377856613518)
965,110084055,000090,POINT (127.0477249025392 37.453283015678416)
966,110083135,000033,POINT (127.15029206540072 37.49841219382817)
967,110084536,221,POINT (127.00705353327054 37.641802762886684)
968,110083084,53,POINT (126.9037836345912 37.616666369965635)
969,110083158,91,POINT (126.84396129488574 37.49959513801636)
970,110081062,000003,POINT (127.06770459098914 37.53708528426022)
971,110083240,219,POINT (127.01247351976359 37.64375544578454)
972,110083719,000402,POINT (126.98126328152428 37.567620150300215)
973,110084090,013,POINT (126.8743401416832 37.546086715041454)
974,110084716,077(3025),POINT (127.05814885252691 37.580083215925114)
975,110084721,079,POINT (127.03937122470957 37.58825541947888)
976,110080629,86,POINT (126.95421431176663 37.572229390245184)
977,110080712,102,POINT (126.9507279362487 37.559676627454884)
978,110081067,000048,POINT (127.07166688268228 37.54683294959887)
979,110081405,000064,POINT (126.90865730796685 37.51185819472941)
980,110081812,213,POINT (127.01538643788524 37.63774192262293)
981,110081491,65,POINT (127.00546873327795 37.61929386099762)
982,110080133,23,POINT (126.9154002778283 37.62708289184025)
983,110081143,000112,POINT (126.97515202248312 37.55309150673044)
984,110081684,000076,POINT (127.13115280675271 37.539838210829686)
985,110082216,000088,POINT (126.93386154783542 37.46752254504579)
986,110082232,000071,POINT (126.94836738101017 37.485015923175176)
987,110081160,000129,POINT (126.96406887757861 37.54845868068943)
988,110081288,009,POINT (127.06597464703904 37.58507438824303)
989,110081306,032(891),POINT (127.06507208802708 37.5995122357376)
990,110082161,000040,POINT (126.93306439129901 37.465075382012564)
991,110082500,4-15,POINT (127.07488575233384 37.61085222081629)
992,110082471,027,POINT (126.85171094672603 37.52481154669447)
993,110080530,5-37,POINT (126.95706989599297 37.60188840384174)
994,110080548,000372,POINT (126.98013506716659 37.55786413080453)
995,110082437,000030,POINT (127.15461156859593 37.50079148301923)
996,110080786,6-57,POINT (127.01054676773386 37.57591022078142)
997,110080702,5-33,POINT (126.97041331373532 37.61391567880583)
998,110080710,1-17,POINT (126.98209730447105 37.573336207696684)
999,110080720,5-24,POINT (126.96041066699453 37.602177231303074)
1000,110082430,000029,POINT (127.1529885928781 37.500870261728615)
1001,110080311,000015,POINT (127.03190427529266 37.486334890755764)
1002,110080371,29,POINT (126.85295781467477 37.54211156658575)
1003,110080382,03,POINT (126.86101047729352 37.53745267343738)
1004,110080390,10,POINT (126.85859585485741 37.5510687104509)
1005,110080401,4-54,POINT (127.00538232641622 37.58343057143304)
1006,110081844,412,POINT (127.01489899475328 37.62127909078732)
1007,110082093,2-12,POINT (127.07713925473998 37.671502589305504)
1008,110082108,000154,POINT (126.95966777437899 37.490874933927934)
1009,110082114,000160,POINT (126.91874210813138 37.47533659577485)
1010,110082123,000169,POINT (126.93349984382903 37.483397406005295)
1011,110081828,402,POINT (127.00992915543385 37.62733327068383)
1012,110082413,000010,POINT (127.10816166959695 37.500527163122115)
1013,110082420,000022,POINT (127.11051803706471 37.50383810431183)
1014,110080420,000363,POINT (126.98457793887106 37.55964622066894)
1015,110081856,419,POINT (127.02081642165673 37.62550844089154)
1016,110082521,3-19,POINT (127.09088824732696 37.5850316145519)
1017,110082531,3-12,POINT (127.09823828304604 37.59809912483529)
1018,110082538,2-6,POINT (127.0871002203779 37.57641895562238)
1019,110081819,124,POINT (127.0348193039757 37.66497431516558)
1020,110082086,2-6,POINT (127.07984290039253 37.674540756464516)
1021,110082298,000140,POINT (126.94044830484678 37.47602421431578)
1022,110082308,000085,POINT (126.94242502794991 37.512419360024346)
1023,110082317,000094,POINT (126.9559575333062 37.512014860220674)
1024,110082324,000047,POINT (126.93141556747656 37.49306456368592)
1025,110082424,000018,POINT (127.1323614231843 37.50199984103243)
1026,110081995,000034,POINT (126.90501505312919 37.466876113950406)
1027,110081235,000073,POINT (126.97613384532926 37.55059876791513)
1028,110081548,172,POINT (127.02899567343508 37.58431444551315)
1029,110080616,000255,POINT (126.97677096272041 37.5592087644079)
1030,110082140,000279,POINT (126.93121407664708 37.49342854247656)
1031,110080999,000254,POINT (126.9671669264865 37.5594838213488)
1032,110082556,000289,POINT (126.94746356261199 37.49813896946756)
1033,110082580,000321,POINT (126.96710593418162 37.503761354041316)
1034,110081761,000060,POINT (126.93653538950502 37.54514308699397)
1035,110080968,202,POINT (127.00654870385449 37.54966690523259)
1036,110080969,000203,POINT (127.01298099465343 37.56396823796761)
1037,110081762,000061,POINT (126.91476721005351 37.544656508061756)
1038,110080971,000205,POINT (127.01068425639812 37.56377557121359)
1039,110081763,000062,POINT (126.93796692203995 37.54632406645038)
1040,110082597,000336,POINT (126.92988924279354 37.49483538610929)
1041,110081764,000063,POINT (126.92060122362707 37.546615879482694)
1042,110081765,000064,POINT (126.94479306354333 37.54906522554118)
1043,110082598,000309,POINT (126.9368880630947 37.50807909149787)
1044,110082601,000312,POINT (126.92870465398897 37.503096940276734)
1045,110082602,000313,POINT (126.93398944272751 37.50372438197645)
1046,110081190,000040,POINT (126.95772999578452 37.53915794429969)
1047,110081191,000041,POINT (126.95663333181827 37.534041131080556)
1048,110081192,000042,POINT (126.97411837075542 37.54793403968243)
1049,110080469,5-04,POINT (126.95823080288886 37.61190079235599)
1050,110080470,2-18,POINT (126.9676009657399 37.58129919773389)
1051,110080471,2-15,POINT (126.96571191051792 37.57996946819503)
1052,110081965,000010,POINT (126.89405715519472 37.46602048614488)
1053,110081966,000011,POINT (126.89726685832784 37.480507634254096)
1054,110080473,2-17,POINT (126.9673688057597 37.5798443309644)
1055,110080425,125,POINT (126.95772702038859 37.56743144749251)
1056,110080474,112,POINT (126.95553737921337 37.56567532521483)
1057,110081860,319,POINT (127.03474652580974 37.618274215115186)
1058,110081801,000104,POINT (126.96171967708578 37.54912122503558)
1059,110082701,11,POINT (126.83371619809826 37.55150946422144)
1060,110084334,4-53,POINT (127.00605953559935 37.57026863705474)
1061,110081131,000090,POINT (127.06502815552076 37.54054653415314)
1062,110081147,000116,POINT (126.98508374018928 37.54527502720072)
1063,110084547,403,POINT (127.01097127367112 37.56352585245354)
1064,110084435,000084,POINT (127.11814455717345 37.4697416900225)
1065,110082968,000109,POINT (126.92867762472494 37.548396764543575)
1066,110083128,96,POINT (127.02235542611312 37.595078251246235)
1067,110083208,000137,POINT (126.9604202526298 37.52426494518596)
1068,110083820,000009,POINT (126.93628818492935 37.54587210779079)
1069,110084248,000098,POINT (126.85083627153341 37.481814284790715)
1070,110084069,000102,POINT (127.07102831015693 37.54523336332373)
1071,110083224,135,POINT (127.03877172799875 37.638602668398796)
1072,110083263,145,POINT (126.93176223520528 37.58607273232424)
1073,110083639,000002,POINT (127.05476912989633 37.53824164166828)
1074,110084611,000093,POINT (127.08540153893053 37.46439063163662)
1075,110083913,1-28,POINT (126.98340804234965 37.58464576585243)
1076,110083195,5-41,POINT (126.9679908146996 37.595563713559045)
1077,110083331,000095,POINT (126.88521636666171 37.48820650889268)
1078,110083121,000135,POINT (127.06588080912871 37.55083352262932)
1079,110084246,000058,POINT (127.13121336005678 37.55740928240549)
1080,110082263,000210,POINT (126.9443383626732 37.50382184585128)
1081,110083819,000008,POINT (126.93179268812993 37.55434931898289)
1082,110080249,000063,POINT (127.1012838116691 37.467881375062085)
1083,110084431,057,POINT (126.84920882372465 37.5153623811291)
1084,110083912,1-23,POINT (126.98320440694387 37.58532627758076)
1085,110083113,41,POINT (126.84298678802509 37.535646031471444)
1086,110084162,042(2519),POINT (127.05044917516392 37.58318931402233)
1087,110083275,000031,POINT (126.89870252934084 37.55942621716948)
1088,110083188,054,POINT (126.87004550877681 37.54078821362892)
1089,110081154,000123,POINT (126.97751141481649 37.55331473152278)
1090,110081028,000029,POINT (127.09642909029117 37.550370601402406)
1091,110081536,173,POINT (127.01705993839616 37.58324325995812)
1092,110084430,056,POINT (126.84948128596037 37.51865233889238)
1093,110083086,40,POINT (126.84356392393998 37.54500965071036)
1094,110085197,82호,POINT (127.06725004382402 37.595673082479145)
1095,110081895,428,POINT (127.01119839359735 37.63244436529601)
1096,110083953,87,POINT (126.91927876257327 37.609065943233745)
1097,110083187,053,POINT (126.867268413762 37.54244380090115)
1098,110084363,000009,POINT (127.13061573478596 37.5605250586337)
1099,110083995,000017,POINT (126.90758377802281 37.5625530623934)
1100,110084548,038,POINT (127.04324167849339 37.58161026205349)
1101,110084434,000083,POINT (127.11959354008668 37.46865525101966)
1102,110083978,89,POINT (126.89878959398895 37.58356351560649)
1103,110082483,1-5,POINT (127.10119795185608 37.61796193110009)
1104,110083219,000038,POINT (126.97496553895904 37.52021902360893)
1105,110083323,000088,POINT (126.98747974826057 37.478534275331846)
1106,110084598,3-34,POINT (127.09530187023675 37.59653129357015)
1107,110080675,000289,POINT (126.96688986980357 37.56054483569725)
1108,110084535,220,POINT (127.01180997054931 37.66110063941282)
1109,110084368,90,POINT (126.90607716839065 37.58650797066519)
1110,110081919,93,POINT (127.04258304504907 37.67757260795047)
1111,110084566,000112,POINT (126.9015339368377 37.55577125887342)
1112,110084412,000141,POINT (126.96050618800784 37.52541994452128)
1113,110083322,000087,POINT (126.98862342889181 37.46248014958955)
1114,110084245,000020,POINT (127.13057076406325 37.56144747348313)
1115,110080545,000369,POINT (126.9771986414748 37.556576057844026)
1116,110084495,000048,POINT (127.13152444261817 37.561817753308226)
1117,110083943,17,POINT (127.00716419371786 37.59254516998991)
1118,110083186,052,POINT (126.86689586163614 37.543079038025155)
1119,110083877,000001,POINT (127.13195483613589 37.55270970107832)
1120,110083194,1-27,POINT (126.98452085397369 37.57730757520597)
1121,110080196,000012,POINT (127.02611618054375 37.520370511462055)
1122,110081424,191,POINT (127.04351231371064 37.6168520102185)
1123,110080004,143,POINT (127.03721016921011 37.59491570472614)
1124,110080013,201,POINT (127.00809865785608 37.59892204983499)
1125,110080619,000258,POINT (126.98416584374453 37.55768478273198)
1126,110082130,000176,POINT (126.95380653976291 37.48821807196722)
1127,110082138,000277,POINT (126.95889881594262 37.508406790319476)
1128,110082146,000009,POINT (126.91522205481326 37.463708401404354)
1129,110081574,112,POINT (127.02798027198466 37.60498301192064)
1130,110081122,000091,POINT (127.08560446260731 37.558895302143995)
1131,110080987,6-10,POINT (127.01677898878366 37.57779938458381)
1132,110080978,000213,POINT (127.00491981252668 37.55418654158829)
1133,110081002,000057,POINT (126.96630214756418 37.55978066482109)
1134,110081010,000114,POINT (127.07270962747842 37.54811099551001)
1135,110081020,000124,POINT (127.09593581447251 37.55183978711954)
1136,110082550,4-17,POINT (127.07475250354803 37.60424812380034)
1137,110082560,000293,POINT (126.93567980075312 37.49429846925158)
1138,110082568,000301,POINT (126.94744448040298 37.510842872475635)
1139,110082577,000319,POINT (126.95725066939306 37.51122955298694)
1140,110082585,000315,POINT (126.95097511513845 37.502555374090775)
1141,110081488,62,POINT (127.04808789709128 37.61610132487094)
1142,110081496,70,POINT (127.03997456911401 37.59516339240785)
1143,110080568,4-05,POINT (126.99647466303402 37.5694296539255)
1144,110082440,038,POINT (126.82656475408565 37.53093425783705)
1145,110080114,68,POINT (126.93771281610232 37.584729789064774)
1146,110080122,22,POINT (126.92422512729023 37.62612608542381)
1147,110080131,55,POINT (126.95053351737982 37.598801398287826)
1148,110080139,29,POINT (126.90134923086377 37.59296450133614)
1149,110080151,41,POINT (126.93035150080033 37.614138504346904)
1150,110081669,000060,POINT (127.13389389960145 37.528907123904055)
1151,110081685,000077,POINT (127.13165050906065 37.535415797794904)
1152,110081702,000108,POINT (127.12894122545701 37.534792065274466)
1153,110082215,000085,POINT (126.95486453341549 37.4748702009882)
1154,110082223,000075,POINT (126.9446817928196 37.48518092125491)
1155,110082231,000084,POINT (126.92699950903176 37.47783851052216)
1156,110082239,000024,POINT (126.93465913273998 37.47969904154069)
1157,110081586,124,POINT (127.0095597631486 37.58393386343402)
1158,110082268,000122,POINT (126.97703117629652 37.47482191890197)
1159,110082275,000228,POINT (126.97709823244577 37.486871955531825)
1160,110081150,000120,POINT (126.97476605588258 37.55080899730143)
1161,110081161,000130,POINT (126.96742192562876 37.55403904340734)
1162,110081169,000006,POINT (126.98986215604789 37.53671342426072)
1163,110081635,000005,POINT (127.13849625765258 37.54793093385546)
1164,110084726,100,POINT (126.87898682455875 37.50790021052244)
1165,110081082,000056,POINT (127.05237134336721 37.56102482561706)
1166,110081654,000040,POINT (127.13320976197097 37.54097019333177)
1167,110080017,197,POINT (127.0479468912552 37.61289603366971)
1168,110081290,035,POINT (127.04117880447524 37.58138517465937)
1169,110081298,014(2166),POINT (127.06326405243755 37.59610141337917)
1170,110081307,040,POINT (127.0429276263286 37.58227003477521)
1171,110081134,000109,POINT (127.0816744511161 37.553431532491935)
1172,110082159,000036,POINT (126.93509166232137 37.502689062058)
1173,110082165,000074,POINT (126.91191752758267 37.48903301583994)
1174,110082481,032,POINT (126.87728272859351 37.54339597307998)
1175,110082499,3-27,POINT (127.10046353085198 37.589131971951794)
1176,110082509,2-2,POINT (127.08941479075925 37.581171444310854)
1177,110082468,023,POINT (126.85706808141273 37.5210638603568)
1178,110082476,033,POINT (126.84902766310012 37.52127898703418)
1179,110080531,3-07,POINT (126.99323982938559 37.56952350227484)
1180,110080538,000058,POINT (126.9851900417642 37.557592373313156)
1181,110082023,000064,POINT (126.9057122238917 37.44406443072933)
1182,110081233,000061,POINT (126.95309754152261 37.53442145392496)
1183,110081285,034,POINT (127.0434726320095 37.58781315777376)
1184,110081546,166,POINT (127.01290099619771 37.610413332831456)
1185,110081945,134,POINT (127.0474247310675 37.67339104967832)
1186,110081355,000021,POINT (126.90495055017074 37.53410431080241)
1187,110080038,61,POINT (126.91512566449255 37.62660068519676)
1188,110081085,000062,POINT (127.09094885978689 37.560938166440955)
1189,110081099,000078,POINT (127.02023014828464 37.55725866895433)
1190,110081506,80,POINT (127.02284061406755 37.59512895167794)
1191,110080202,000019,POINT (127.02765853112244 37.50632047190434)
1192,110081426,193,POINT (127.00436914607923 37.61271768145649)
1193,110081114,000094,POINT (127.07031859964916 37.556401787054426)
1194,110082147,000008,POINT (126.93322208365552 37.47586732467802)
1195,110081571,109,POINT (127.05942787507561 37.60736421819457)
1196,110080986,6-21,POINT (127.01389121381882 37.57026062015877)
1197,110081001,152,POINT (127.02047137401755 37.562911834875216)
1198,110081017,000123,POINT (127.08487678619936 37.55203504281689)
1199,110080803,6-07,POINT (127.01773858709518 37.574705331752874)
1200,110080822,000043,POINT (127.00899045156208 37.56344264147555)
1201,110082335,000061,POINT (126.93679586658827 37.4783345547718)
1202,110082038,1-2,POINT (127.07911460684952 37.60762798076641)
1203,110082459,011,POINT (126.86271958182982 37.54392601359731)
1204,110080086,82,POINT (126.92308671768879 37.6214947801369)
1205,110080780,5,POINT (127.00575675945694 37.551984912840055)
1206,110082055,3-4,POINT (127.11064851596699 37.63710403785079)
1207,110082073,1-9,POINT (127.08414435736775 37.64325792859358)
1208,110080217,000022,POINT (127.04438578172805 37.48455282828759)
1209,110080762,4-04,POINT (126.99230158916666 37.590299502875176)
1210,110080656,000373,POINT (126.96560283819343 37.55926397443053)
1211,110080678,4-48,POINT (126.99610400133713 37.569583792545934)
1212,110080694,1-13,POINT (126.97082916592719 37.575289213803806)
1213,110080700,1-15,POINT (126.98541701198614 37.57521579695613)
1214,110080718,1-19,POINT (126.98430179855706 37.57660077758597)
1215,110080310,000002,POINT (127.0869447329656 37.45969452696521)
1216,110080372,30,POINT (126.85395972307262 37.53610699722924)
1217,110081847,415,POINT (127.01448340540516 37.62135139144539)
1218,110082090,2-9,POINT (127.07932812572064 37.67159583835627)
1219,110082105,000151,POINT (126.94166295976194 37.47407666462252)
1220,110082120,000166,POINT (126.92910656468348 37.49365272563994)
1221,110081825,130,POINT (127.0339060738817 37.66459715593978)
1222,110082419,000023,POINT (127.1162986931898 37.536931209656075)
1223,110082527,3-5,POINT (127.09787037825811 37.59733375386929)
1224,110082541,3-22,POINT (127.09265913031491 37.58664574642373)
1225,110082295,000144,POINT (126.91957273987121 37.4771897747933)
1226,110080738,000356,POINT (126.99027029685469 37.56793077508546)
1227,110080168,70,POINT (126.94122976637401 37.58722577334539)
1228,110082305,000269,POINT (126.94804529619388 37.49891339994998)
1229,110080364,22,POINT (126.84999866551613 37.543941528454205)
1230,110080294,000008,POINT (127.08941052379781 37.458552784897634)
1231,110081316,024,POINT (127.06543875793236 37.60007926762022)
1232,110081069,000045,POINT (127.0897541182509 37.567315968062466)
1233,110081591,129,POINT (127.03578075277153 37.59956268637608)
1234,110081756,000054,POINT (126.9069959800731 37.56221750942532)
1235,110080889,000136,POINT (127.01788905810795 37.56180373154163)
1236,110080904,6-30,POINT (127.01913198101803 37.573325911480644)
1237,110081626,000015,POINT (127.13107849307808 37.540443587979745)
1238,110080231,000036,POINT (127.06334593078111 37.50108180246537)
1239,110082396,000123,POINT (126.92240110074854 37.47646543787)
1240,110081453,26,POINT (127.00183857369841 37.610675581879335)
1241,110081469,54,POINT (127.00194817269565 37.610614486512574)
1242,110080573,4-35,POINT (126.99664855624101 37.58305393849312)
1243,110080584,4-33,POINT (126.99638010528396 37.589223206998355)
1244,110080602,2-24,POINT (126.97160598421493 37.57662074545994)
1245,110081723,000020,POINT (126.95721379672463 37.544659706966534)
1246,110080937,000150,POINT (127.00625121325179 37.565091637713046)
1247,110080950,000184,POINT (127.00985375220759 37.56325877838761)
1248,110080450,2-09,POINT (126.96650404557188 37.58408966250236)
1249,110080465,5-28,POINT (126.97229467663294 37.61279565163117)
1250,110081894,102,POINT (127.03919857776872 37.63675924167484)
1251,110081911,315,POINT (127.02901949324587 37.61409459833407)
1252,110080966,000200,POINT (127.00568799805352 37.55447006342406)
1253,110081964,000009,POINT (126.89180782582808 37.4800154578504)
1254,110081870,423,POINT (127.01629959905397 37.62684439148255)
1255,110084717,075,POINT (127.05643686097713 37.594786884748444)
1256,110084718,076,POINT (127.0606856151312 37.59526752615094)
1257,110081885,57,POINT (127.02323817019042 37.65429351973443)
1258,110080320,000030,POINT (127.02796087782804 37.4663651389145)
1259,110080339,000050,POINT (127.01176994178063 37.513166368794494)
1260,110080359,000070,POINT (127.01747816927903 37.50896960940512)
1261,110081788,000091,POINT (126.91266320836475 37.552919115067816)
1262,110081257,000096,POINT (126.9804845068414 37.54956070832801)
1263,110081207,000027,POINT (126.98617555028324 37.54223424885101)
1264,110081641,000028,POINT (127.13391597854155 37.543057573561896)
1265,110082485,1-7,POINT (127.08147260657972 37.615328736572124)
1266,110084414,000140,POINT (126.99893628379357 37.53054027398601)
1267,110083821,000047,POINT (126.94091169490873 37.544248119017006)
1268,110083499,000110,POINT (126.95440043921 37.55666821060321)
1269,110081183,000020,POINT (127.00220744332584 37.529492641645106)
1270,110080373,31,POINT (126.83550110240188 37.54901306419105)
1271,110082000,000039,POINT (126.84285633883103 37.49034433877446)
1272,110080509,99,POINT (126.9606277354132 37.563052949724316)
1273,110081151,000121,POINT (126.98881457544738 37.545373549818386)
1274,110081152,000118,POINT (126.97226565020567 37.54931648466664)
1275,110081153,000122,POINT (126.99882087904375 37.52287571848428)
1276,110081156,000125,POINT (126.95315966327591 37.5340059826371)
1277,110081157,000126,POINT (127.00155274475081 37.53205404074494)
1278,110081158,000127,POINT (126.97475432616828 37.53249680120478)
1279,110081159,000128,POINT (127.00219653899346 37.52998433499056)
1280,110081162,000131,POINT (126.99324879577472 37.52132131555745)
1281,110081164,000001,POINT (126.9549030984794 37.53493508965763)
1282,110081165,000002,POINT (126.96475589808858 37.5521230321991)
1283,110081168,000005,POINT (126.98775776578108 37.53666038453391)
1284,110081132,000106,POINT (127.04774892049709 37.54215820074839)
1285,110081170,000007,POINT (126.95748431058169 37.53493803224236)
1286,110081171,000008,POINT (126.96527414654653 37.55102538214948)
1287,110081173,000010,POINT (126.99589902872 37.52187362192295)
1288,110081174,000011,POINT (126.96609257636163 37.5518725318451)
1289,110081178,000015,POINT (127.00477268187458 37.52966447732278)
1290,110081680,000072,POINT (127.11977330912588 37.541461595260216)
1291,110081633,000013,POINT (127.1260043599015 37.53561799059354)
1292,110081642,000029,POINT (127.13014816790856 37.533985863734785)
1293,110080160,44,POINT (126.9025363299489 37.591673231436765)
1294,110081155,000124,POINT (126.9678580253628 37.5308128934147)
1295,110082031,000002,POINT (126.90368548027833 37.45732211170066)
1296,110082048,4-14,POINT (127.08246437962865 37.60367942574393)
1297,110081842,306,POINT (127.02479842932664 37.616624658430645)
1298,110082116,000162,POINT (126.93710958976732 37.46468097608263)
1299,110082528,3-8,POINT (127.09433324232762 37.591708069949014)
1300,110080736,2-16,POINT (126.96651058347258 37.58009353959978)
1301,110081050,000018,POINT (127.02306605848477 37.55772043257377)
1302,110080905,000134,POINT (127.0217877045089 37.56728297072718)
1303,110081475,60(교육용),POINT (127.01462016128303 37.59089261038227)
1304,110082409,000006,POINT (127.1205897551793 37.53738026136672)
1305,110080933,052,POINT (127.02516481223644 37.573419815639426)
1306,110081908,303,POINT (127.02352363398099 37.61927395478413)
1307,110081876,105,POINT (127.03036520300188 37.63620291374932)
1308,110081777,000016,POINT (126.95354564649253 37.540533184627336)
1309,110080352,000063,POINT (127.0201009033429 37.508270867993986)
1310,110081211,000031,POINT (126.96760186339904 37.55161006125274)
1311,110082449,048,POINT (126.86980722368983 37.537528385308576)
1312,110084436,404,POINT (126.99640820419297 37.55618892874611)
1313,110083917,5-42,POINT (126.9661184738279 37.5972651257066)
1314,110081651,000045,POINT (127.15291198492773 37.54007432272758)
1315,110082712,039,POINT (127.03919070092378 37.59017672654212)
1316,110082600,000311,POINT (126.93847075559677 37.5026699468146)
1317,110080751,6-36,POINT (127.01058486045457 37.580264743709314)
1318,110080742,000357,POINT (126.96190104150433 37.558819301721044)
1319,110080753,3-17,POINT (126.99079293811106 37.57327329859606)
1320,110080766,000233,POINT (127.0058951388279 37.55389678609115)
1321,110080179,45,POINT (126.92475064625467 37.61165538774191)
1322,110080187,40,POINT (126.91407235918021 37.56994228706804)
1323,110080273,000001,POINT (127.0636919546603 37.477400982296075)
1324,110080277,000073,POINT (126.99593106930686 37.48747783609605)
1325,110080366,24,POINT (126.81016292243879 37.558451293009576)
1326,110080298,000018,POINT (127.00155537826342 37.485530388343605)
1327,110081742,000037,POINT (126.92071533849531 37.546045460371346)
1328,110081318,002,POINT (127.05956557822773 37.58569254808072)
1329,110081044,000021,POINT (127.08176277412274 37.543820529100614)
1330,110081056,000014,POINT (127.03302189838736 37.548450343436535)
1331,110080830,6-47,POINT (127.01087402245867 37.5786811495003)
1332,110081587,125,POINT (127.00510787240201 37.58729042812355)
1333,110080845,000074,POINT (126.99650329561435 37.5677684104062)
1334,110080855,107,POINT (127.00456218643252 37.55017645073758)
1335,110081590,128,POINT (127.00445988673611 37.59244913326181)
1336,110081598,72,POINT (127.01124382070877 37.58784785951666)
1337,110082915,000077,POINT (126.91411872445488 37.50614086228582)
1338,110081344,000006,POINT (126.89674435073375 37.49208448612565)
1339,110081357,000026,POINT (126.90177202076929 37.4888774244246)
1340,110081378,000039,POINT (126.90664064960065 37.52065013831184)
1341,110081973,000021,POINT (126.88575072926326 37.502463352682)
1342,110081982,000037,POINT (126.86791422331177 37.50173972487923)
1343,110081990,000044,POINT (126.88756627553083 37.48537650265852)
1344,110081999,000038,POINT (126.84367937287514 37.49106672759982)
1345,110082010,000060,POINT (126.8867305600829 37.49012440728843)
1346,110082020,000073,POINT (126.88505314228176 37.484656903058635)
1347,110081916,73,POINT (127.03046280287182 37.66876253130396)
1348,110081925,204,POINT (127.02034785678285 37.64279201106715)
1349,110082384,000032,POINT (126.92591471490246 37.49449873237254)
1350,110081242,000079,POINT (126.96627201609708 37.53920846904995)
1351,110081250,000087,POINT (126.96629294952967 37.55037222600306)
1352,110081261,000094,POINT (126.96472717583246 37.549282029518594)
1353,110081273,000108,POINT (126.99315204435827 37.520433736125476)
1354,110081280,064,POINT (127.0558501994589 37.585981099189745)
1355,110081534,169,POINT (126.99358320830429 37.60886852845734)
1356,110081542,179,POINT (127.00236434092722 37.62067025217326)
1357,110081554,92,POINT (126.9908028143878 37.59256404601431)
1358,110081562,100,POINT (127.01037327369758 37.610033378050325)
1359,110081927,208,POINT (127.0099977778636 37.64812516524085)
1360,110081936,435,POINT (127.02181859652525 37.63177262425126)
1361,110081943,121,POINT (127.01577296239448 37.65849329186661)
1362,110081952,000085,POINT (126.8514014560478 37.504366362707934)
1363,110082371,000004,POINT (126.9177099093119 37.463628159188815)
1364,110082378,000017,POINT (126.9322454144888 37.47083060279901)
1365,110080021,214,POINT (127.00011963079814 37.592882857606796)
1366,110080029,11,POINT (126.9315484904569 37.57547454025329)
1367,110080039,18,POINT (126.9308756227015 37.56097759677683)
1368,110082353,000022,POINT (126.95188346888308 37.484105780518355)
1369,110082361,000037,POINT (126.93058355372821 37.4934467544339)
1370,110081081,000054,POINT (127.0295092762571 37.56201346876418)
1371,110081089,000065,POINT (127.0670294413003 37.54260708062762)
1372,110081104,000022,POINT (127.03955180605456 37.56952480824075)
1373,110081507,82,POINT (126.99480063245858 37.59594774523883)
1374,110080204,000048,POINT (127.0479006686014 37.48095173501972)
1375,110080212,000056,POINT (127.06472117731047 37.478783014805174)
1376,110081388,000020,POINT (126.91292046062155 37.52207294059735)
1377,110081397,000056,POINT (126.91003114677804 37.50806165328199)
1378,110081409,000024,POINT (126.9066568156435 37.49192992586943)
1379,110081643,000030,POINT (127.12998928265257 37.5402024780133)
1380,110081645,000021,POINT (127.14437131233349 37.54973568610532)
1381,110081649,000035,POINT (127.12820099476136 37.53481152386284)
1382,110081652,000038,POINT (127.17051387216458 37.5471047636373)
1383,110081655,000046,POINT (127.14517912088475 37.54946943316014)
1384,110081656,000042,POINT (127.12954348538206 37.54205710091084)
1385,110081659,000047,POINT (127.14498342379926 37.54852182294127)
1386,110081661,000033,POINT (127.14408528430775 37.53881552512324)
1387,110081663,000050,POINT (127.13508666477429 37.52664117078625)
1388,110081664,000052,POINT (127.12775538201595 37.5330744585025)
