연번,비상소화장치일련번호,비상소화장치고유번호,geometry
1840,110081478,40,POINT (127.00202808290074 37.61414082140538)
1841,110081479,41,POINT (127.00889014054108 37.58182459955448)
1842,110082400,000112,POINT (126.93007151856511 37.47637022153922)
1843,110081480,42,POINT (126.99663733983527 37.60734151236921)
1844,110081481,43,POINT (127.02497218292653 37.60817205345201)
1845,110080572,4-34,POINT (127.00177766775359 37.58996193885595)
1846,110082401,000109,POINT (126.93436209768042 37.49013565701599)
1847,110080576,2-01,POINT (126.96661026386042 37.586946129013285)
1848,110080577,5-31,POINT (126.96322640800598 37.6052850999473)
1849,110080578,1-06,POINT (126.98126840426164 37.5776840839856)
1850,110080579,4-38,POINT (126.99964366257414 37.576632162862275)
1851,110080580,1-07,POINT (126.98224840452897 37.58195090683132)
1852,110082403,000180,POINT (126.92907711968591 37.48003946484741)
1853,110080581,4-39,POINT (127.00512697814061 37.58393870607799)
1854,110080582,116,POINT (126.95848641592352 37.56582426382463)
1855,110080583,2-07,POINT (126.96695251544222 37.58459335182818)
1856,110080585,5-06,POINT (126.95818203923163 37.60860955622415)
1857,110080587,5-39,POINT (126.9575214807426 37.603422289204566)
1858,110080588,3-19,POINT (126.98442164464565 37.580132932008965)
1859,110080589,4-40,POINT (126.99971708672987 37.581736720203146)
1860,110080590,5-15,POINT (126.9654889178907 37.59224650721147)
1861,110080591,4-41,POINT (127.00053938869483 37.590063700902995)
1862,110080592,1-09,POINT (126.98089719829797 37.58829960392413)
1863,110080594,5-07,POINT (126.95662468581018 37.605999884715175)
1864,110080595,3-37,POINT (126.98240353290423 37.58039444839832)
1865,110080596,5-16,POINT (126.96218405573332 37.59628917033283)
1866,110080597,3-30,POINT (126.98947811873698 37.57456119726087)
1867,110080598,3-41,POINT (126.9902176153442 37.5729481448477)
1868,110080599,000231,POINT (126.9670402356763 37.55659684078625)
1869,110080605,000240,POINT (126.98352296137591 37.557561361164325)
1870,110080606,2-31,POINT (126.96390055474642 37.57352889840052)
1871,110080607,5-26,POINT (126.96802177180538 37.61006130216835)
1872,110080609,000268,POINT (126.9636660801491 37.55795316822746)
1873,110080610,000269,POINT (126.96668846986985 37.557508018235865)
1874,110082405,000001,POINT (127.15020207878065 37.497717941883685)
1875,110082406,000002,POINT (127.1536521586464 37.500133110374364)
1876,110082407,000004,POINT (127.15372828662179 37.50006815936931)
1877,110082408,000005,POINT (127.1197426261602 37.537631026743995)
1878,110082410,000007,POINT (127.10627762615691 37.50010807681265)
1879,110080612,126,POINT (126.96244664292021 37.56955554109198)
1880,110081714,000043,POINT (126.90962214796572 37.56886314276557)
1881,110081715,000044,POINT (126.92837177175687 37.552233264823286)
1882,110081716,000011,POINT (126.93886740934461 37.553387749734206)
1883,110081311,041(1096),POINT (127.05527805093494 37.5772401350241)
1884,110081717,000013,POINT (126.93763804767605 37.546030784923445)
1885,110081718,000014,POINT (126.94813394120072 37.549475666150066)
1886,110081719,000015,POINT (126.94460717316257 37.53642654732294)
1887,110081721,000027,POINT (126.94846421767411 37.550953867543)
1888,110081722,000019,POINT (126.96045475285335 37.556399921216126)
1889,110081724,000021,POINT (126.96110586530764 37.54908884634755)
1890,110081725,000018,POINT (126.9484369523161 37.55032996468099)
1891,110081728,000022,POINT (126.9588449213199 37.548556055444585)
1892,110081730,000025,POINT (126.96089078917994 37.54864415699312)
1893,110081731,000026,POINT (126.89591361180457 37.57705560294354)
1894,110081313,021,POINT (127.06607432658208 37.600907012534336)
1895,110081733,000030,POINT (126.93561540850457 37.545412854039974)
1896,110081735,000034,POINT (126.94896011224007 37.554478263198284)
1897,110081736,000039,POINT (126.94599392402198 37.53657076140836)
1898,110081738,000035,POINT (126.91244066193624 37.547235295817224)
1899,110081740,000042,POINT (126.9074973463674 37.55389503980854)
1900,110081798,000101,POINT (126.91584626383238 37.55311290906804)
1901,110080925,000178,POINT (127.0108537471324 37.55696691251949)
1902,110080926,000172,POINT (127.01278980713012 37.55996958615069)
1903,110080927,000168,POINT (127.01645629042571 37.55688505712205)
1904,110080928,161,POINT (127.01513802502147 37.5532104012501)
1905,110080929,000173,POINT (127.0189602527935 37.566645935845806)
1906,110080931,000149,POINT (127.02057251238963 37.566107308254566)
1907,110080932,000162,POINT (127.000833146952 37.559580724235694)
1908,110080934,154,POINT (127.01022875506577 37.553192672414845)
1909,110080935,000167,POINT (126.99703114407578 37.55338039764894)
1910,110080936,000170,POINT (126.99486328868494 37.55389122572548)
1911,110080923,000179,POINT (127.01065452689417 37.56152668909326)
1912,110080924,000164,POINT (127.01104613773929 37.558826869246325)
1913,110080836,6-54,POINT (127.01295237375403 37.57644736236124)
1914,110080837,6-08,POINT (127.01668511872437 37.57484438381067)
1915,110080838,6-34,POINT (127.0213533510872 37.57341852637803)
1916,110080944,000158,POINT (127.00857018928883 37.55473562712908)
1917,110080945,176,POINT (127.0072375538704 37.551307097333286)
1918,110080946,000163,POINT (127.00465126584137 37.553758803000214)
1919,110080947,23,POINT (127.00498554378784 37.54983987466846)
1920,110080948,6-37,POINT (127.00845829205446 37.57784159342903)
1921,110080949,183,POINT (127.0050629363125 37.55136221702664)
1922,110080951,000185,POINT (126.99549719509153 37.56302528632776)
1923,110080952,186,POINT (127.00684999282863 37.55221046784284)
1924,110080755,1-08,POINT (126.98293634753293 37.583443911086626)
1925,110080756,6-66,POINT (127.01556678186584 37.57233565972964)
1926,110080760,4-02,POINT (126.9929085991528 37.591070421371)
1927,110080761,4-03,POINT (126.99481124421851 37.59027139337633)
1928,110080767,000235,POINT (127.00533300860842 37.553592043785834)
1929,110080768,6-62,POINT (127.01321721988255 37.574071415075984)
1930,110080769,6-63,POINT (127.01395928910895 37.5755897035713)
1931,110080771,4-42,POINT (127.00760787887533 37.577575835801106)
1932,110080772,000238,POINT (127.00670575116987 37.56483833275121)
1933,110080169,71,POINT (126.94535952682442 37.586970017803864)
1934,110080171,47,POINT (126.91299809882473 37.62637884067442)
1935,110080172,83,POINT (126.95035565260827 37.58462011037021)
1936,110080174,28,POINT (126.94765882917306 37.57187384901883)
1937,110080176,50,POINT (126.93026053497447 37.61431406307112)
1938,110080177,51,POINT (126.90503567989698 37.61358489159627)
1939,110080178,83,POINT (126.91817404726663 37.58659101029938)
1940,110080180,77,POINT (126.90913754983241 37.64651679937111)
1941,110080181,17,POINT (126.92838929597843 37.561100357657445)
1942,110080182,75,POINT (126.9431083302937 37.591174802040065)
1943,110080183,76,POINT (126.94908089149044 37.589848317385794)
1944,110080184,77,POINT (126.94440480410728 37.59136889169342)
1945,110080186,39,POINT (126.91226914010831 37.578242317817725)
1946,110080188,142,POINT (126.94757228101365 37.568672844430075)
1947,110080189,81,POINT (126.95464022415177 37.590779967719726)
1948,110080190,82,POINT (126.95365618381344 37.58018802213543)
1949,110080191,135,POINT (126.96041985138395 37.56288032253788)
1950,110080271,000007,POINT (127.04876212391301 37.4817681347072)
1951,110080272,000008,POINT (127.0685621006199 37.47610100126131)
1952,110080274,000004,POINT (127.06201036390944 37.48429035965519)
1953,110080275,000005,POINT (127.04881111170535 37.481207033231286)
1954,110080365,23,POINT (126.84504285598503 37.53779385731682)
1955,110080278,000074,POINT (127.01160257948689 37.458346305855635)
1956,110080279,000075,POINT (127.01384242003536 37.46191177856934)
1957,110080284,000080,POINT (127.04803898104343 37.460396448035276)
1958,110080289,000085,POINT (127.04743218377757 37.45815536490985)
1959,110080269,000003,POINT (127.06475336381868 37.47456837887706)
1960,110080270,000006,POINT (127.06122597126597 37.4845124499228)
1961,110080290,000086,POINT (127.04653811757585 37.460439834782186)
1962,110080291,000014,POINT (127.00243714639846 37.48603704200445)
1963,110080292,000006,POINT (127.08763847345496 37.45843471539371)
1964,110080297,000020,POINT (127.02577882452837 37.468344066039094)
1965,110080300,000021,POINT (126.99139920448239 37.46805112782416)
1966,110080302,000012,POINT (127.09016216287823 37.4608387764067)
1967,110080303,000005,POINT (127.08893391867893 37.4585166447492)
1968,110081741,000048,POINT (126.91860833466991 37.55946004006789)
1969,110081743,000012,POINT (126.95316536651251 37.54553019694336)
1970,110081744,000032,POINT (126.94371761826902 37.54626701558435)
1971,110081315,023,POINT (127.0489058700267 37.58901380208701)
1972,110081747,000006,POINT (126.90562123573692 37.56536511027032)
1973,110081748,000051,POINT (126.91266728038713 37.54518436724903)
1974,110081317,025,POINT (127.0513163483519 37.586763293856144)
1975,110081319,057,POINT (127.03333065363498 37.58447436184551)
1976,110081321,045,POINT (127.04211872157862 37.58038754349582)
1977,110081750,000049,POINT (126.90968178758969 37.56814496892663)
1978,110080316,000028,POINT (127.04720453050565 37.459574507149995)
1979,110081031,000036,POINT (127.02293951665303 37.54877914541708)
1980,110081032,000038,POINT (127.05188699448357 37.56158521570773)
1981,110081033,000032,POINT (127.06911383252233 37.543088517386536)
1982,110082233,000016,POINT (126.95421505350778 37.483893965177536)
1983,110082234,000219,POINT (126.96718132771582 37.48571344459238)
1984,110082235,000095,POINT (126.93928582296833 37.48513662269384)
1985,110082237,000177,POINT (126.97508420561962 37.483169219786916)
1986,110082238,000039,POINT (126.97006941241396 37.48018604015457)
1987,110082240,000096,POINT (126.93757773875924 37.47252850368431)
1988,110081581,119,POINT (127.04796426165763 37.6212811144627)
1989,110081582,120,POINT (127.01240810495277 37.60744155031081)
1990,110081583,121,POINT (126.99970114674983 37.61922002633446)
1991,110081584,122,POINT (127.0088249943221 37.58119125523431)
1992,110081585,123,POINT (127.00727651622283 37.58408857225517)
1993,110082258,000105,POINT (126.94070380844407 37.49093628535585)
1994,110082259,000108,POINT (126.96537957343884 37.47109728491622)
1995,110082260,000107,POINT (126.93849693557527 37.481862982907515)
1996,110082261,000104,POINT (126.94396137223981 37.48939664688811)
1997,110082262,000106,POINT (126.96960928427362 37.47569908489445)
1998,110082264,000211,POINT (126.92268841066522 37.495115578787036)
1999,110082267,000224,POINT (126.94096552593405 37.49736960181553)
2000,110082269,000225,POINT (126.92109905430885 37.49661955016273)
2001,110082270,000226,POINT (126.93201873263429 37.4996308994448)
2002,110082271,000227,POINT (126.94684543138452 37.49610409135007)
2003,110082272,000215,POINT (126.97326270195956 37.4788517736563)
2004,110082273,000231,POINT (126.97138750122403 37.478743859562734)
2005,110082276,000232,POINT (126.94903135521226 37.503270906685024)
2006,110082277,000247,POINT (126.94739600560384 37.50180414786048)
2007,110082278,000134,POINT (126.94516320593728 37.481182794547834)
2008,110082279,000133,POINT (126.96834826542361 37.471579298440375)
2009,110082280,000136,POINT (126.92084928631864 37.47817577964827)
2010,110082281,000208,POINT (126.94602159884302 37.502449146829306)
2011,110080162,26,POINT (126.94906748923981 37.5587551351276)
2012,110080163,14,POINT (126.94124920349857 37.55785044917684)
2013,110081148,000117,POINT (126.9972137266074 37.52311743835594)
2014,110081149,000119,POINT (126.97466968373348 37.55257987093454)
2015,110081857,32,POINT (127.0323341322861 37.648670736738374)
2016,110081858,420,POINT (127.01700111812023 37.623782001454096)
2017,110081859,313,POINT (127.02268899225538 37.612210116352756)
2018,110082518,4-24,POINT (127.08574897308036 37.60364119707628)
2019,110082519,3-16,POINT (127.09184231947617 37.590988992548425)
2020,110082520,2-13,POINT (127.08594128510877 37.57919404000881)
2021,110082523,3-20,POINT (127.09143278417339 37.58584843637461)
2022,110082524,2-3,POINT (127.08912497505217 37.579538605583885)
2023,110082526,2-14,POINT (127.09254628927015 37.578191424160615)
2024,110082529,3-9,POINT (127.10201013896247 37.59366591269145)
2025,110082530,3-10,POINT (127.1009928371551 37.5928098438484)
2026,110082532,3-13,POINT (127.09667248387629 37.59762199873017)
2027,110082533,3-21,POINT (127.09294866693456 37.58739007959294)
2028,110082534,2-12,POINT (127.08778691150775 37.5765529972114)
2029,110082535,2-1,POINT (127.08342878982931 37.58993254178765)
2030,110082536,2-4,POINT (127.08857886022491 37.577573202027)
2031,110081816,92,POINT (127.03922916521498 37.66560705510325)
2032,110082537,2-5,POINT (127.08403477438353 37.576609854385914)
2033,110081817,122,POINT (127.02366075902233 37.65237601102751)
2034,110082539,2-9,POINT (127.08127115607867 37.58860424817176)
2035,110082540,3-17,POINT (127.08894830721573 37.59041896412845)
2036,110081818,123,POINT (127.01860302951968 37.65501717891256)
2037,110082542,3-24,POINT (127.1029933944249 37.60248412068873)
2038,110082543,2-21,POINT (127.09325281388168 37.57756444835537)
2039,110082080,1-7,POINT (127.08409078735491 37.650336667274864)
2040,110082081,2-1,POINT (127.08458699736246 37.67088025909312)
2041,110082082,2-2,POINT (127.08261290145813 37.67290322781315)
2042,110082083,2-3,POINT (127.06969397600815 37.659571692091056)
2043,110082084,2-4,POINT (127.08409794839181 37.67497215387267)
2044,110082085,2-5,POINT (127.08237805825544 37.67392522465264)
2045,110082087,2-7,POINT (127.07945240759135 37.67258375696016)
2046,110080781,6,POINT (127.00620941195065 37.55109055342638)
2047,110080424,130,POINT (126.95947394225492 37.56503027763139)
2048,110082294,000251,POINT (126.96811469816586 37.49251148706647)
2049,110082296,000264,POINT (126.97975961059612 37.48789604203216)
2050,110082297,000139,POINT (126.93476520129093 37.47587450434197)
2051,110082299,000141,POINT (126.91872783495359 37.47763754184017)
2052,110082300,000142,POINT (126.91042166015235 37.48274714743852)
2053,110082301,000143,POINT (126.93891012999991 37.47812734034074)
2054,110082304,000268,POINT (126.94526444989997 37.50279059545081)
2055,110082306,000271,POINT (126.9551041479678 37.497251513849555)
2056,110082307,000084,POINT (126.94836872704457 37.51200345625618)
2057,110082309,000086,POINT (126.94793568072782 37.511443295190325)
2058,110082310,000087,POINT (126.94453439878376 37.50980755565516)
2059,110082311,000088,POINT (126.9372168847515 37.506900029627786)
2060,110082313,000090,POINT (126.9561634691604 37.51204702866)
2061,110082314,000091,POINT (126.94487050872553 37.51220330739604)
2062,110082315,000092,POINT (126.94644385132966 37.511122777579175)
2063,110082318,000042,POINT (126.93220690842503 37.473854140280835)
2064,110082319,000044,POINT (126.92268942574746 37.473422573367955)
2065,110082320,000101,POINT (126.9390256013368 37.509914965350035)
2066,110082321,000102,POINT (126.95362954781145 37.50372728552923)
2067,110082322,000045,POINT (126.9373315841769 37.489207486180874)
2068,110081035,000012,POINT (127.08000593517954 37.552759076196146)
2069,110081038,000035,POINT (127.02665321638744 37.5498665918265)
2070,110081039,000042,POINT (127.040412972318 37.56838938604555)
2071,110081041,000046,POINT (127.04605191642395 37.56318086104872)
2072,110081042,000011,POINT (127.027472006089 37.56353551874314)
2073,110081045,000033,POINT (127.08165215687849 37.563962234902164)
2074,110081048,000017,POINT (127.09588827384582 37.55763456813505)
2075,110081049,000005,POINT (127.06953353332027 37.55509472963811)
2076,110081053,000001,POINT (127.04231176362349 37.55646165133936)
2077,110081054,000007,POINT (127.06680302686866 37.55205286032545)
2078,110081057,000015,POINT (127.02979898543737 37.55248190511477)
2079,110081059,000006,POINT (127.09317501385276 37.5593120652374)
2080,110081060,000010,POINT (127.04853185582928 37.55955508278162)
2081,110081063,000013,POINT (127.03097349849901 37.54867166681265)
2082,110081064,000019,POINT (127.05669639812581 37.536128710880014)
2083,110081065,000024,POINT (127.04727989232877 37.56244244726252)
2084,110081068,000049,POINT (127.06886548222079 37.55400951007013)
2085,110081070,000039,POINT (127.0648732948625 37.53661167930725)
2086,110080825,000069,POINT (126.99124969421348 37.56568903486636)
2087,110080826,000068,POINT (127.00409799887079 37.56423880382915)
2088,110080827,000067,POINT (126.99138877343881 37.560596012032526)
2089,110080829,000066,POINT (127.02110986134097 37.56745979806616)
2090,110080831,6-55,POINT (127.01263661402375 37.575408109850656)
2091,110080833,000076,POINT (126.99456233979907 37.56700846387496)
2092,110080834,060,POINT (127.03377670274872 37.58469739890781)
2093,110080835,6-04,POINT (127.01892612747488 37.57608195671356)
2094,110081451,24,POINT (127.01629817666107 37.598184713148484)
2095,110080839,000054,POINT (127.01139083027404 37.568864884209695)
2096,110080840,6-06,POINT (127.01778008381554 37.574011366803745)
2097,110080841,6-12,POINT (127.0161081643344 37.57742831640761)
2098,110080842,4-12,POINT (127.00801539707584 37.57811982655564)
2099,110080843,6-43,POINT (127.00760263959074 37.57552769061779)
2100,110080848,000071,POINT (127.00720658666148 37.55472910816889)
2101,110080850,000092,POINT (127.01682186238205 37.56300517877467)
2102,110080851,000089,POINT (127.00028873741138 37.563626301676706)
2103,110080852,000102,POINT (127.01188845987338 37.56462046483821)
2104,110080853,000103,POINT (127.00427794147187 37.55238404974642)
2105,110080854,000101,POINT (127.01772512382678 37.562650783730746)
2106,110080856,000105,POINT (127.01991270003339 37.567771846351896)
2107,110080857,000104,POINT (127.02306144514628 37.56665184003836)
2108,110080858,000097,POINT (127.01296297330515 37.569194629864)
2109,110080859,6-02,POINT (127.01984553193327 37.576201934727656)
2110,110081588,126,POINT (127.01571207792787 37.59893066600753)
2111,110081589,127,POINT (126.99615058146932 37.59591121194964)
2112,110081592,130,POINT (127.01897687589742 37.6030094365589)
2113,110081593,131,POINT (127.0501335453393 37.604277580125284)
2114,110081594,132,POINT (127.03150381733502 37.6024097548268)
2115,110081595,133,POINT (127.03935898310985 37.61181973713482)
2116,110081596,134,POINT (127.04990005897726 37.61517996118267)
2117,110081597,135,POINT (127.05177425670527 37.6051978263914)
2118,110081599,137,POINT (127.0578511588952 37.608821295921246)
2119,110081600,138,POINT (127.04063514062759 37.60321736560623)
2120,110082787,000070,POINT (126.9148283156668 37.45984978203307)
2121,110082815,000257,POINT (126.96333417440525 37.558443021766216)
2122,110082914,000076,POINT (126.905028660365 37.5153620484261)
2123,110080219,000024,POINT (127.04375019559257 37.50679298468143)
2124,110080220,000025,POINT (127.03611149506372 37.4976696817119)
2125,110081322,046,POINT (127.05044264104365 37.594239444731116)
2126,110081754,000055,POINT (126.9556738286871 37.55511238010503)
2127,110081755,000053,POINT (126.95581442495165 37.55705506515356)
2128,110081323,027,POINT (127.04930044394767 37.58725143659158)
2129,110081757,000056,POINT (126.96342164479981 37.549547099377484)
2130,110081324,047(1242),POINT (127.05879633624416 37.580154989156455)
2131,110080877,000099,POINT (126.99589293234645 37.5658817765169)
2132,110080878,000100,POINT (126.99214023639863 37.56382070349568)
2133,110080879,000106,POINT (127.00622889810587 37.554312362656276)
2134,110080880,000108,POINT (127.00546493961528 37.55240153967969)
2135,110080881,053,POINT (127.03776816140838 37.58551027863183)
2136,110080882,054,POINT (127.03540070495495 37.58707173608979)
2137,110080884,056,POINT (127.0303653939966 37.581185284103505)
2138,110080885,000128,POINT (127.00952218458484 37.56173298299164)
2139,110080886,000135,POINT (127.02150672689248 37.56711411249755)
2140,110080887,000130,POINT (127.01501399567596 37.5558857654973)
2141,110080888,137,POINT (127.01449424026686 37.554161677231555)
2142,110080890,000127,POINT (127.01541225237408 37.55788175806604)
2143,110080892,000146,POINT (127.01630622942604 37.55727719882148)
2144,110080893,132,POINT (127.01397704240111 37.55331766649108)
2145,110080894,000133,POINT (127.02049160254883 37.56675525281717)
2146,110080895,6-46,POINT (127.01043473843872 37.57879832506555)
2147,110080896,6-48,POINT (127.01078085396729 37.57844583444579)
2148,110080897,6-50,POINT (127.01153383837851 37.57769104326308)
2149,110080898,6-05,POINT (127.01925809284869 37.57548719890272)
2150,110080900,6-53,POINT (127.01318173377595 37.57784667848073)
2151,110080901,000144,POINT (126.9927321573717 37.559619169173445)
2152,110080902,6-09,POINT (127.01646964111471 37.57534548562109)
2153,110080903,6-33,POINT (127.02113112536156 37.5730400508253)
2154,110080388,04,POINT (126.8527816273722 37.54567300647711)
2155,110080389,09,POINT (126.84548915580143 37.53695106129338)
2156,110080393,14,POINT (126.81298018127978 37.56329409453929)
2157,110080395,17,POINT (126.80220149750092 37.57894527271121)
2158,110080396,18,POINT (126.80024093602206 37.58426516178272)
2159,110080399,38,POINT (126.85303735951852 37.529356836315735)
2160,110080400,39,POINT (126.83980209047104 37.573004388397955)
2161,110080402,1-25,POINT (126.96543808641344 37.57261267287769)
2162,110080403,5-19,POINT (126.96162776627719 37.59365263859224)
2163,110082326,000049,POINT (126.93598333917996 37.488158003198734)
2164,110082327,000050,POINT (126.9234290112617 37.47990892717321)
2165,110081838,409,POINT (127.02038104781332 37.62816412617885)
2166,110081839,311,POINT (127.02411858434736 37.61273914045393)
2167,110081849,25,POINT (127.04069362115467 37.69123379730928)
2168,110081815,118,POINT (127.02324998016684 37.653240890746794)
2169,110081850,19,POINT (127.04161550139202 37.685097289340156)
2170,110081851,20,POINT (127.01829612031086 37.65585033828058)
2171,110081852,111,POINT (127.03418681984397 37.627036906846456)
2172,110082089,2-8,POINT (127.07833887425866 37.671923992215746)
2173,110082091,2-10,POINT (127.07740146621114 37.670127612403725)
2174,110082092,2-11,POINT (127.07827288983144 37.67381415424357)
2175,110081820,125,POINT (127.04531728470636 37.67218171498098)
2176,110082094,2-13,POINT (127.08583760040199 37.67114270703691)
2177,110082095,2-14,POINT (127.08499402888263 37.67114511600021)
2178,110082096,2-15,POINT (127.08307451477393 37.67442766937746)
2179,110082097,2-16,POINT (127.08591666619253 37.67200879284673)
2180,110082098,2-17,POINT (127.07895938887742 37.67381301414805)
2181,110082099,000145,POINT (126.97021549059829 37.47454227999902)
2182,110082101,000147,POINT (126.97426548219151 37.471542149873606)
2183,110082102,000148,POINT (126.93689316968798 37.47360810424581)
2184,110082103,000149,POINT (126.94069117047333 37.47959266793896)
2185,110082104,000150,POINT (126.942161249668 37.472177133725204)
2186,110082106,000152,POINT (126.93722806233096 37.487982595096085)
2187,110082107,000153,POINT (126.95848672336595 37.48734320581612)
2188,110081821,215,POINT (127.00788181333377 37.63734458800425)
2189,110082109,000155,POINT (126.93551360346954 37.4882474311481)
2190,110082110,000156,POINT (126.93772774336439 37.48814005487846)
2191,110082111,000157,POINT (126.93306954758306 37.48248263157162)
2192,110081822,206,POINT (127.01998752882956 37.64595632048914)
2193,110082113,000159,POINT (126.91437914380823 37.46299247130159)
2194,110082115,000161,POINT (126.93954271754093 37.46835965309522)
2195,110082117,000163,POINT (126.93936678395765 37.46589189287872)
2196,110082118,000164,POINT (126.93980133535743 37.48989955748576)
2197,110082119,000165,POINT (126.95053529842689 37.484870279811545)
2198,110082121,000167,POINT (126.96669997194127 37.47754097229017)
2199,110082122,000168,POINT (126.9292486609835 37.477207021284215)
2200,110082124,000170,POINT (126.93321274052437 37.46083826673655)
2201,110082125,000171,POINT (126.93295085128837 37.459242922147055)
2202,110082126,000172,POINT (126.91919612495542 37.467228019219604)
2203,110082127,000173,POINT (126.93001326721918 37.47026998480993)
2204,110082128,000174,POINT (126.93519544078852 37.46542649702386)
2205,110082393,000117,POINT (126.92431938201574 37.47664681315941)
2206,110081823,106,POINT (127.03738858178046 37.635849646495544)
2207,110081824,109,POINT (127.03588364707082 37.62687969758004)
2208,110081826,131,POINT (127.03428595258866 37.664623258475224)
2209,110081827,216,POINT (127.00666592023646 37.64206227376116)
2210,110081830,322,POINT (127.03135802507119 37.62502672496343)
2211,110081832,1,POINT (127.03182152532352 37.67009970373228)
2212,110081835,407,POINT (127.01342303374776 37.62206486896856)
2213,110081836,307,POINT (127.02622195526429 37.61700639259532)
2214,110082411,000008,POINT (127.08601819577791 37.509290210639506)
2215,110082412,000009,POINT (127.15097171492694 37.498686820540804)
2216,110082414,000011,POINT (127.15141354142806 37.4975525032656)
2217,110082394,000118,POINT (126.91866019362207 37.48174009304779)
2218,110082415,000012,POINT (127.1184954851623 37.53714467906902)
2219,110082416,000013,POINT (127.15399696967644 37.50046570855936)
2220,110082417,000014,POINT (127.14987028934014 37.49666806420777)
2221,110082418,000024,POINT (127.11228886293796 37.501832172361205)
2222,110082395,000119,POINT (126.92312748452598 37.46938599128133)
2223,110082421,000021,POINT (127.11579329435831 37.535740006131235)
2224,110082422,000020,POINT (127.11768000837442 37.536222357567745)
2225,110082425,000017,POINT (127.15720839343487 37.49230862111541)
2226,110081431,4,POINT (127.00721893446624 37.608076634772935)
2227,110080404,3-11,POINT (126.9909996804442 37.571771533197385)
2228,110080405,000390,POINT (126.97684768138586 37.558195049202446)
2229,110080412,000364,POINT (126.98131439940181 37.55550800786089)
2230,110080413,3-24,POINT (126.999250267117 37.57059840789711)
2231,110080414,2-25,POINT (126.97066691876347 37.57652481660798)
2232,110080415,108,POINT (126.95720762085276 37.56223184618902)
2233,110080416,129,POINT (126.95914348160275 37.56317050661671)
2234,110080417,131,POINT (126.96440394666581 37.56074790148498)
2235,110080418,000009,POINT (126.98971842324791 37.56789693735707)
2236,110080423,92,POINT (126.95875865902977 37.55951050920861)
2237,110081029,000030,POINT (127.08488208418122 37.55820873999153)
2238,110081853,416,POINT (127.0164030523769 37.62772102189095)
2239,110081854,417,POINT (127.01495371421692 37.62738704247653)
2240,110081855,418,POINT (127.0205628881593 37.62750075334511)
2241,110082610,000229,POINT (126.95667819586566 37.51191238236479)
2242,110080326,000035,POINT (126.98560293663992 37.47886584329985)
2243,110080347,000058,POINT (126.9932615659789 37.47545274598336)
2244,110080356,000067,POINT (127.01904492819122 37.507820796497406)
2245,110082615,000282,POINT (126.97017118379897 37.48254098461044)
2246,110081785,000087,POINT (126.90197269066306 37.55268987458173)
2247,110081789,000092,POINT (126.94455224315249 37.549633018761824)
2248,110081797,000100,POINT (126.9255033602725 37.562482668762854)
2249,110081166,000003,POINT (126.97866111672383 37.55024226043127)
2250,110080939,4-31,POINT (127.00532145127087 37.57790882856008)
2251,110081196,000046,POINT (126.99317414772989 37.540829330905275)
2252,110081205,000025,POINT (126.99643939420288 37.522731251551654)
2253,110081215,000052,POINT (126.95650670703816 37.53470423818136)
2254,110081223,000071,POINT (126.97493485954662 37.55163248964907)
2255,110081338,000068,POINT (126.90456890692694 37.5149420855808)
2256,110081646,000032,POINT (127.13617272405483 37.55285479986959)
2257,110081678,000070,POINT (127.13683354101956 37.5424411013127)
2258,110082302,000265,POINT (126.93418153727977 37.506228410402485)
2259,110082505,1-15,POINT (127.08865231281959 37.61392648598833)
2260,110084552,073,POINT (127.04251431378813 37.587885191253164)
2261,110084596,436,POINT (127.01033933741462 37.625753854997775)
2262,110084610,000092,POINT (127.08370926319763 37.462429680100634)
2263,110084450,146,POINT (126.91549695057772 37.569937556828144)
2264,110084628,216,POINT (126.99854431204787 37.6189501970269)
2265,110083942,86,POINT (126.92850431623202 37.618358251338584)
2266,110084665,000034,POINT (127.11942062295711 37.53648436069125)
2267,110082948,1-16,POINT (127.08006457352556 37.61533911328013)
2268,110084105,69,POINT (126.91037309964621 37.6193935348015)
2269,110081693,000002,POINT (127.12885069734133 37.549871289924205)
2270,110081698,000104,POINT (127.129525050334 37.55191631528202)
2271,110080387,16,POINT (126.84426178659405 37.548361053558665)
2272,110080964,000198,POINT (126.99891466789668 37.56596826301239)
2273,110081814,401,POINT (127.01690100339006 37.62864097488899)
2274,110082859,000337,POINT (126.93531874591122 37.492785767687565)
2275,110081867,422,POINT (127.01434099394108 37.625768648552224)
2276,110081977,000028,POINT (126.844413730271 37.49741307195165)
2277,110080092,3,POINT (126.92294961880819 37.57026350194543)
2278,110081340,000071,POINT (126.9037960200666 37.51613699928231)
2279,110082200,000139,POINT (126.96948099260061 37.49204463465975)
2280,110082210,000089,POINT (126.96416566456837 37.47298120834191)
2281,110080481,4-24,POINT (127.00578022875561 37.583972279345645)
2282,110080489,5-03,POINT (126.95478579261561 37.61336365239736)
2283,110080499,4-18,POINT (126.99843993289333 37.58684771428403)
2284,110080515,4-27,POINT (127.00124161776948 37.56968053689344)
2285,110080523,000064,POINT (126.98605648059923 37.55928155088797)
2286,110081805,000046,POINT (126.89690049476884 37.57636532398886)
2287,110082697,1-05,POINT (126.98321660106441 37.58396228582864)
2288,110082587,000328,POINT (126.953560885133 37.50337919891275)
2289,110081981,000040,POINT (126.84898519755976 37.50736998364694)
2290,110082373,000025,POINT (126.9601958817123 37.47111008720384)
